comparison,human_gse,mouse_gse,tfidf_cosine,shared_cui_count,shared_idf_sum,shared_cuis,human_title,mouse_title
human_mouse,GSE71993,GSE89712,0.48294597521585036,9,38.858849925171455,"['C0205615', 'C0443199', 'C0752248', 'C1327760', 'C1449575', 'C1513400', 'C1549478', 'C1705242', 'C4554467']",Differential gene expression profiling of MIHA cells transfected with C-terminal truncated HBx mutants,Differential gene expressions in the hypertensive heart using Angiotensin II infusion model
human_mouse,GSE106545,GSE78974,0.48075926295367943,16,62.44735586135933,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1513372', 'C1546459', 'C1705923', 'C1707455', 'C2603343', 'C2930505', 'C2936269', 'C2936621', 'C2936622', 'C2979882', 'C3178810']",Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and AXL-/- astrocytes Transcriptomes,Transcriptome of new DGCR8_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
human_mouse,GSE79044,GSE70240,0.47905583411509967,6,36.79907189402583,"['C0768899', 'C1622499', 'C1658628', 'C1659549', 'C1720950', 'C1818687']",Dynamic gene regulatory networks of human myeloid differentiation [RNA-seq],Using single-cell RNA-Seq for unbiased analysis of developmental hierarchies (single cell RNA Seq of GMP)
human_mouse,GSE79044,GSE70239,0.47905583411509967,6,36.79907189402583,"['C0768899', 'C1622499', 'C1658628', 'C1659549', 'C1720950', 'C1818687']",Dynamic gene regulatory networks of human myeloid differentiation [RNA-seq],Using single-cell RNA-Seq for unbiased analysis of developmental hierarchies (single cell RNA Seq of Gfi1-/- GMP)
human_mouse,GSE33776,GSE73693,0.47856490495606785,5,31.560376509259296,"['C0031809', 'C0376306', 'C0582103', 'C0750862', 'C4321457']",A novel post-translational mechanism controlling the oncogenic activity of c-Myc is enhanced in poor outcome breast cancer,Whole transcriptome sequencing of  WT and PRDM15KO mESCs
human_mouse,GSE107923,GSE52313,0.4755932837795675,9,65.77634029555088,"['C0025939', 'C0027051', 'C0155626', 'C0155668', 'C0278960', 'C0332288', 'C0683474', 'C2924287', 'C2926063']",RNA sequence of ISL1-MSCs and Ctrl-MSCs,Long RNA Seq on Sham vs MI Adult Mouse Heart
human_mouse,GSE71095,GSE99771,0.4749384447399519,41,187.899706104627,"['C0004793', 'C0017262', 'C0017263', 'C0017272', 'C0023621', 'C0023622', 'C0023625', 'C0034754', 'C0035668', 'C0162326', 'C0162327', 'C0185117', 'C0205166', 'C0205250', 'C0205266', 'C0205307', 'C0205409', 'C0221097', 'C0750927', 'C0752248', 'C0872147', 'C0872403', 'C1160700', 'C1419388', 'C1444754', 'C1517486', 'C1519249', 'C1548221', 'C1550457', 'C1550469', 'C1551394', 'C1553386', 'C1706316', 'C1764827', 'C1882531', 'C1947912', 'C3853789', 'C3858762', 'C3858781', 'C4706387', 'C5575825']","Transcriptomics analysis of gene expression in normal and YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 or SRSF10 deficient human HeLa cells",Transcriptome analysis of gene expression and single-nucleotide-resolution m6A sites in normal and mettl3 cKO testis samples (RNA-Seq)
human_mouse,GSE97443,GSE87870,0.4717459866962081,5,26.574830999241875,"['C0023467', 'C0215508', 'C1335654', 'C1435548', 'C1705326']",RNA-seq in acute myeloid leukemia (AML) cells with and without knockdown of METTL14,Next gen RNA sequencing of mouse acute myeloid leukemia
human_mouse,GSE95820,GSE106913,0.4711074513567167,16,54.384346916764414,"['C0004561', 'C0007634', 'C0023172', 'C0035173', 'C0220825', 'C0524983', 'C0752248', 'C1261322', 'C1292732', 'C1449575', 'C1552578', 'C1956267', 'C2936621', 'C3899739', 'C4055498', 'C5552813']",Gene expression profiles of activin-A-induced human Tr1-like regulatory T cells and T conventional cells.,Gene expression profiling of mouse macrophages following long noncoding RNA Malat1 knockdown
human_mouse,GSE53280,GSE102161,0.4703695767492172,10,59.90790738585775,"['C0009450', 'C0036111', 'C0036117', 'C0036126', 'C0205339', 'C0439663', 'C0948075', 'C1299043', 'C2242472', 'C3714514']",Transcriptomic profiling of HeLa cells infected with Salmonella Typhimurium,Single cell RNA Seq data of BMDM from mouse infected with Salmonella [hundred_ten_singles]
human_mouse,GSE59528,GSE95631,0.47010986720540826,5,31.202066201694162,"['C0027950', 'C0200633', 'C4054040', 'C4054355', 'C5204473']",Genome-wide DNA methylation map reveals widespread epigenetic variation in healthy individuals (RNA-Seq),Programed cell removal of Neutrophils regulated by calreticulin
human_mouse,GSE63091,GSE85576,0.46990773541731456,6,50.104842424267304,"['C1416987', 'C1419303', 'C1526985', 'C1825045', 'C3893817', 'C3896215']",Transcriptome-wide modulation of splicing by the exon junction complex,Transcriptome analyses of EJC haploinsufficient neocortices
human_mouse,GSE62526,GSE63031,0.469494677670258,10,28.4637262057749,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Transcriptome profiling of brown adipose tissue during cold exposure
human_mouse,GSE40548,GSE56786,0.468094678424203,18,78.1698664644834,"['C0017262', 'C0017263', 'C0021135', 'C0079460', 'C0185117', 'C0216231', 'C0376563', 'C0392747', 'C0443172', 'C0679846', 'C1160700', 'C1292856', 'C1332791', 'C1517486', 'C1533691', 'C1948023', 'C2827718', 'C5197246']","RNAseq analysis of the human neutrophil transcriptome, with and without in vitro cytokine stimulation",Gene expression profiling of small intestinal eosinophils of BALB/c mice after stimulation with GM-CSF
human_mouse,GSE77958,GSE92629,0.4680145456688829,12,46.02263482168234,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Piscor (control) and Nap1l1-shRNA expressed neural stem cell Transcriptomes
human_mouse,GSE48286,GSE79487,0.4679310989634914,9,30.875309374148756,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C1294197', 'C1547100', 'C4086963']",High-throughput sequencing of PROMPT-enriched samples.,RNA sequencing of E11.5 Control and Prmt5cKO forelimbs
human_mouse,GSE24283,GSE79756,0.46744987061738663,5,40.993739536353154,"['C0007112', 'C0349672', 'C0862640', 'C1332139', 'C1832660']",Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,Expression profile of TRAMP-C1 cell line with PAX8-NFE2L2 overexpression
human_mouse,GSE62526,GSE66066,0.4655635930116028,11,30.422378466505894,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C4086963', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,mRNA sequencing of the global effect of SET1A on gene expression in mouse ES cells
human_mouse,GSE62526,GSE107592,0.465141098865697,10,28.4637262057749,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Gene expression profiling of mouse BMPR1B+ chondrocytes
human_mouse,GSE71261,GSE78974,0.4648683882892549,12,43.58006017734435,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,Transcriptome of new DGCR8_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
human_mouse,GSE77958,GSE92720,0.464183467615345,12,46.02263482168234,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Control and H3.3 Knockdown neural stem cell Transcriptomes
human_mouse,GSE97395,GSE98901,0.4630737463311906,16,79.52137726191084,"['C0002778', 'C0011106', 'C0015944', 'C0032961', 'C0032974', 'C0040649', 'C0521453', 'C0549206', 'C0752248', 'C0872262', 'C0920317', 'C0936012', 'C1511740', 'C1524024', 'C2709093', 'C3178810']",Transcriptomic insights into human decidual and peripheral blood CD4 T cells,Analysis of age-associated transcriptome changes in  uterus and decidua
human_mouse,GSE62526,GSE67291,0.4625628718316436,10,28.4637262057749,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,H3K4me2 and gene expression profiling in control and KMT2D KD murine B220 cells
human_mouse,GSE88741,GSE57654,0.46055401842598487,10,34.227464233921594,"['C0017262', 'C0017263', 'C0033137', 'C0185117', 'C0205225', 'C0439612', 'C1160700', 'C1335497', 'C1517486', 'C5679898']",Gene expression changes in human melanoma cell lines compared to primary melanocytes,Gene expression by RNA_Seq
human_mouse,GSE60119,GSE78971,0.45853239640068666,14,56.602312427621385,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1513372', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936269', 'C2936621', 'C2936622', 'C2979882', 'C3178810']",Next Generation Sequencing Facilitates Quantitative Analysis of Normal Human Kidney Transcriptomes,Transcriptome of WT mouse embryonic stem cells
human_mouse,GSE74041,GSE81466,0.45729358106167384,15,80.9193804102411,"['C0013902', 'C0014257', 'C0017262', 'C0085580', 'C0185117', 'C0225336', 'C0669365', 'C1413148', 'C1418983', 'C2350249', 'C2911684', 'C3177026', 'C3540573', 'C3854321', 'C4699379']",GATA2/eGFP knockin study to trace the endothelial to hematopoietic transition and hematopoietic progenitor cells in human hematopoiesis.,SOX7 supresses the expression of RUNX1 target genes during EHT
human_mouse,GSE97672,GSE98527,0.4567876542192797,31,182.658417107024,"['C0009450', 'C0016627', 'C0029341', 'C0029347', 'C0029348', 'C0038239', 'C0205339', 'C0332161', 'C0580264', 'C0580267', 'C0599946', 'C0871261', 'C0948075', 'C0949936', 'C1613950', 'C1615053', 'C1615607', 'C1704632', 'C1706817', 'C1879753', 'C2076600', 'C2242472', 'C2911692', 'C3714514', 'C4316910', 'C4327510', 'C4527431', 'C5205215', 'C5205297', 'C5447528', 'C5555096']","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","Mouse lung transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus."
human_mouse,GSE42212,GSE78974,0.4549390063039389,11,39.75154840027787,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C1707455', 'C2603343', 'C2930505', 'C2979882', 'C3178810']",Quantitative analysis of proliferative and Ras-induced senescent human primary fibroblasts transcriptomes,Transcriptome of new DGCR8_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
human_mouse,GSE110278,GSE81882,0.453342831857545,6,38.33789993631741,"['C0085295', 'C1149215', 'C1334098', 'C1699802', 'C1705004', 'C5401424']",Induction of human regulatory innate lymphoid cells from group 2 innate lymphoid cells by retinoic acid,Identification of a distinct IL-10 producing subset of innate lymphoid type-2 effector cells with regulatory potential
human_mouse,GSE85854,GSE36896,0.4514600759507943,6,20.137221415091147,"['C1883559', 'C2700323', 'C4086963', 'C4760607', 'C5205215', 'C5444688']",Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,RNA-Seq from wt and G9A knockout ES cells
human_mouse,GSE69175,GSE51735,0.45050484240388894,21,132.07731111359496,"['C0025237', 'C0025914', 'C0025929', 'C0026609', 'C0026610', 'C0026809', 'C0026847', 'C0027884', 'C0043116', 'C0085084', 'C0152109', 'C0393538', 'C1367455', 'C1415374', 'C1415376', 'C1420257', 'C1700794', 'C1706550', 'C4024957', 'C4086963', 'C4284041']",Selective Death in Spinal Muscular Atrophy: Genome-Wide RNA-Seq Using Purified Patient-Derived Motor Neurons,RNA-seq transcriptome profiling of motor neurons (MNs) and surrounding white matter glia (WM) microdissected from pre-symptomatic mouse model of spinal muscular atrophy (SMA)
human_mouse,GSE59528,GSE55633,0.45036578480581535,5,31.202066201694162,"['C0027950', 'C0200633', 'C4054040', 'C4054355', 'C5204473']",Genome-wide DNA methylation map reveals widespread epigenetic variation in healthy individuals (RNA-Seq),Gene expression profile of metastasis-associated neutrophils
human_mouse,GSE87189,GSE83624,0.4494366991676524,5,35.364668634784486,"['C0033770', 'C1720830', 'C1823521', 'C4049614', 'C5237224']",The anti-leukemic effect of R-2HG depends on its acting as an m6A mRNA modifier-RNA Seq-PBS / R-2HG treatment,Analysis of kidney macrophages' gene expression at steady state
human_mouse,GSE69233,GSE65732,0.4494177827389525,11,36.88859297673795,"['C0004561', 'C0007634', 'C0009585', 'C0009586', 'C0023172', 'C0162340', 'C0524983', 'C1880156', 'C3899739', 'C4086963', 'C4760607']",The lncRNA LUST promotes CCICs self-renewal stimulating the wnt/b-catenin signaling activation [RNA-Seq],Comprehensive role of Zfp217 in m6A methylation [RNA-seq RA]
human_mouse,GSE79724,GSE80444,0.4469253902824332,30,137.09316968728575,"['C0004793', 'C0007613', 'C0008630', 'C0009932', 'C0017272', 'C0017337', 'C0023621', 'C0023622', 'C0023625', 'C0034754', 'C0035668', 'C0079429', 'C0162326', 'C0162327', 'C0243148', 'C0308718', 'C0439064', 'C0444686', 'C0728976', 'C0872147', 'C1417679', 'C1417735', 'C1441506', 'C1519249', 'C1547100', 'C3853789', 'C3858752', 'C4331422', 'C5235881', 'C5544437']",RNA-Seq analysis of NKX2.2 knockdown in human pancreatic islets,RNA-Seq analysis of E15.5 pancreas of both whole body Nkx2.2 mutant embryos and endocrine progenitor specific Nkx2.2 mutant embryos
human_mouse,GSE76747,GSE76748,0.4465174270648773,35,149.38027339433478,"['C0004793', 'C0017262', 'C0017263', 'C0017337', 'C0023467', 'C0025286', 'C0025831', 'C0026661', 'C0033641', 'C0035696', 'C0040649', 'C0062776', 'C0079429', 'C0162326', 'C0162327', 'C0162493', 'C0185117', 'C0205263', 'C0281784', 'C0332281', 'C0887945', 'C0887955', 'C0919528', 'C1152280', 'C1158770', 'C1160700', 'C1176019', 'C1417679', 'C1428431', 'C1517486', 'C1519249', 'C1706584', 'C3824412', 'C3853789', 'C3898448']",The Histone Methyltransferases MLL1 and DOT1L Cooperate with Meningioma-1 to Induce AML [Human RNA-seq],The Histone Methyltransferases MLL1 and DOT1L Cooperate with Meningioma-1 to Induce AML [Mouse Dot1l ko RNA-seq]
human_mouse,GSE87055,GSE70244,0.44650856512374937,6,36.79907189402583,"['C0768899', 'C1622499', 'C1658628', 'C1659549', 'C1720950', 'C1818687']",Dynamic gene regulatory networks of human myeloid differentiation [RNA-seq_siRNA],Using single-cell RNA-Seq for unbiased analysis of developmental hierarchies (single cell RNA Seq of bone marrow lineage-negative Sca1+ CD117+ cells)
human_mouse,GSE87055,GSE70243,0.44650856512374937,6,36.79907189402583,"['C0768899', 'C1622499', 'C1658628', 'C1659549', 'C1720950', 'C1818687']",Dynamic gene regulatory networks of human myeloid differentiation [RNA-seq_siRNA],Using single-cell RNA-Seq for unbiased analysis of developmental hierarchies (single cell RNA Seq of bone marrow lineage-negative CD117+ CD34+ cells)
human_mouse,GSE76747,GSE76749,0.4455313364547627,35,149.38027339433478,"['C0004793', 'C0017262', 'C0017263', 'C0017337', 'C0023467', 'C0025286', 'C0025831', 'C0026661', 'C0033641', 'C0035696', 'C0040649', 'C0062776', 'C0079429', 'C0162326', 'C0162327', 'C0162493', 'C0185117', 'C0205263', 'C0281784', 'C0332281', 'C0887945', 'C0887955', 'C0919528', 'C1152280', 'C1158770', 'C1160700', 'C1176019', 'C1417679', 'C1428431', 'C1517486', 'C1519249', 'C1706584', 'C3824412', 'C3853789', 'C3898448']",The Histone Methyltransferases MLL1 and DOT1L Cooperate with Meningioma-1 to Induce AML [Human RNA-seq],The Histone Methyltransferases MLL1 and DOT1L Cooperate with Meningioma-1 to Induce AML [Mouse Mll1 ko RNA-seq]
human_mouse,GSE84359,GSE78973,0.44482598449011224,10,35.56688512721185,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882']",RNA-seq of primary patient AML samples,Transcriptome of new Dicer_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
human_mouse,GSE70959,GSE101596,0.4446735029036488,12,31.573923236571165,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C0752248', 'C1160700', 'C1517486', 'C4086963', 'C4760607', 'C5690740']",Transcriptome analysis of SF3B1-mutation induced changes in K562 cells,Transcriptome analysis of fasted mouse livers
human_mouse,GSE62190,GSE84302,0.44390583174982434,5,14.847120085031483,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 3),RNA sequencing to identify common targets for GSK3
human_mouse,GSE49642,GSE84302,0.44390583174982434,5,14.847120085031483,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 1),RNA sequencing to identify common targets for GSK3
human_mouse,GSE66917,GSE84302,0.44390583174982434,5,14.847120085031483,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 4),RNA sequencing to identify common targets for GSK3
human_mouse,GSE52656,GSE84302,0.44390583174982434,5,14.847120085031483,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 2),RNA sequencing to identify common targets for GSK3
human_mouse,GSE81328,GSE87870,0.4428404433710567,5,26.574830999241875,"['C0023467', 'C0215508', 'C1335654', 'C1435548', 'C1705326']",MEIS2 is a novel oncogenic partner in AML1-ETO positive AML [RNA-Seq human],Next gen RNA sequencing of mouse acute myeloid leukemia
human_mouse,GSE79044,GSE70244,0.44240385878862654,6,36.79907189402583,"['C0768899', 'C1622499', 'C1658628', 'C1659549', 'C1720950', 'C1818687']",Dynamic gene regulatory networks of human myeloid differentiation [RNA-seq],Using single-cell RNA-Seq for unbiased analysis of developmental hierarchies (single cell RNA Seq of bone marrow lineage-negative Sca1+ CD117+ cells)
human_mouse,GSE79044,GSE70243,0.44240385878862654,6,36.79907189402583,"['C0768899', 'C1622499', 'C1658628', 'C1659549', 'C1720950', 'C1818687']",Dynamic gene regulatory networks of human myeloid differentiation [RNA-seq],Using single-cell RNA-Seq for unbiased analysis of developmental hierarchies (single cell RNA Seq of bone marrow lineage-negative CD117+ CD34+ cells)
human_mouse,GSE105064,GSE98901,0.44205839763386484,16,79.52137726191084,"['C0002778', 'C0011106', 'C0015944', 'C0032961', 'C0032974', 'C0040649', 'C0521453', 'C0549206', 'C0752248', 'C0872262', 'C0920317', 'C0936012', 'C1511740', 'C1524024', 'C2709093', 'C3178810']",Transcriptomic insights into human decidual and peripheral blood CD8 T cells,Analysis of age-associated transcriptome changes in  uterus and decidua
human_mouse,GSE81673,GSE78510,0.44202681281677436,3,11.832317137253458,"['C0752248', 'C5554878', 'C5669539']",Characterisation of EZH2-deficient human embryonic stem cells [single cell RNA-seq],Single cell transcriptomic profiling of mouse pancreatic progenitors
human_mouse,GSE69175,GSE56284,0.4417785142106154,56,279.12483964632787,"['C0008972', 'C0009932', 'C0017262', 'C0024706', 'C0025237', 'C0025914', 'C0025929', 'C0026183', 'C0026327', 'C0026609', 'C0026610', 'C0026809', 'C0026847', 'C0026882', 'C0027884', 'C0037925', 'C0043116', 'C0085084', 'C0152109', 'C0205251', 'C0243148', 'C0308718', 'C0392760', 'C0393538', 'C0441889', 'C0557651', 'C0596611', 'C0728976', 'C0947630', 'C1171362', 'C1314939', 'C1367455', 'C1413052', 'C1413131', 'C1415374', 'C1415376', 'C1417166', 'C1420257', 'C1515670', 'C1547100', 'C1550472', 'C1611820', 'C1619811', 'C1700794', 'C1705285', 'C1705923', 'C1706550', 'C1879646', 'C2603343', 'C4024957', 'C4048187', 'C4086963', 'C4284041', 'C4505109', 'C5237010', 'C5444885']",Selective Death in Spinal Muscular Atrophy: Genome-Wide RNA-Seq Using Purified Patient-Derived Motor Neurons,Transcriptome profiling of severe spinal muscular atrophy mouse embryonic stem cell-derived motor neurons
human_mouse,GSE95820,GSE106895,0.44107773420291296,16,54.384346916764414,"['C0004561', 'C0007634', 'C0023172', 'C0035173', 'C0220825', 'C0524983', 'C0752248', 'C1261322', 'C1292732', 'C1449575', 'C1552578', 'C1956267', 'C2936621', 'C3899739', 'C4055498', 'C5552813']",Gene expression profiles of activin-A-induced human Tr1-like regulatory T cells and T conventional cells.,Gene expression profiling of mouse macrophages following IRF2 knockdown
human_mouse,GSE108094,GSE51735,0.4399904796807897,18,124.83842575508439,"['C0025237', 'C0026609', 'C0026610', 'C0026847', 'C0027884', 'C0043116', 'C0085084', 'C0152109', 'C0393538', 'C1367455', 'C1415374', 'C1415376', 'C1420257', 'C1700794', 'C1706550', 'C4024957', 'C4086963', 'C4284041']",Next Generation Sequencing of human SMA and healthy control Motor Neurons,RNA-seq transcriptome profiling of motor neurons (MNs) and surrounding white matter glia (WM) microdissected from pre-symptomatic mouse model of spinal muscular atrophy (SMA)
human_mouse,GSE106545,GSE55744,0.4398451827621648,20,71.54812721569601,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C1707455', 'C1883559', 'C2603343', 'C2700323', 'C2930505', 'C2979882', 'C4086963', 'C4331207', 'C4527431', 'C4760607', 'C5205215', 'C5444688', 'C5555096']",Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and AXL-/- astrocytes Transcriptomes,Comparison of the transcriptional profiles of male E13.5 wild type and L/H-Pgds-/- gonads
human_mouse,GSE35584,GSE37909,0.4397355502961542,44,221.02073287557707,"['C0002684', 'C0004793', 'C0006360', 'C0006556', 'C0008630', 'C0020291', 'C0025663', 'C0029235', 'C0035668', 'C0086418', 'C0162326', 'C0162327', 'C0314932', 'C0332158', 'C0332281', 'C0337611', 'C0392367', 'C0439605', 'C0449851', 'C0752248', 'C0871133', 'C1167395', 'C1283195', 'C1300196', 'C1511726', 'C1519249', 'C1522634', 'C1546437', 'C1705415', 'C1706099', 'C1707908', 'C1708634', 'C2348746', 'C2700640', 'C2828387', 'C3178810', 'C3245479', 'C3245509', 'C3641127', 'C3714741', 'C4086963', 'C4318409', 'C4760607', 'C5447942']",RNA-seq from ENCODE/HudsonAlpha,RNA-seq from ENCODE/Caltech (Mouse)
human_mouse,GSE53280,GSE102159,0.4395598843464089,10,59.90790738585775,"['C0009450', 'C0036111', 'C0036117', 'C0036126', 'C0205339', 'C0439663', 'C0948075', 'C1299043', 'C2242472', 'C3714514']",Transcriptomic profiling of HeLa cells infected with Salmonella Typhimurium,Single cell RNA Seq data of BMDM from mouse infected with Salmonella [dilution]
human_mouse,GSE60119,GSE72129,0.4393589568580482,15,61.26761775335586,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1513372', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936269', 'C2936621', 'C2936622', 'C2979882', 'C3178810', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of Normal Human Kidney Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Sensory Neurons Transcriptomes in response to Trophic Withdrawal
human_mouse,GSE30567,GSE36026,0.4389764245688609,14,73.98883127192389,"['C0332158', 'C0332281', 'C0337611', 'C0392367', 'C1511726', 'C1522634', 'C1546437', 'C1705415', 'C1707908', 'C1708634', 'C2700640', 'C3245479', 'C3245509', 'C3714741']",ENCODE Cold Spring Harbor Labs Long RNA-seq (hg19),RNA-seq from ENCODE/LICR
human_mouse,GSE71261,GSE78971,0.4380198321385829,12,43.58006017734435,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,Transcriptome of WT mouse embryonic stem cells
human_mouse,GSE92839,GSE98668,0.43638143477829294,5,28.49035524302498,"['C0222106', 'C0444099', 'C1123023', 'C1546781', 'C4520765']",Maturation of human iNSCs,RNAseq changes in mouse skin after treatment with external light
human_mouse,GSE71261,GSE72129,0.4348229766741952,13,48.24536550307882,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Sensory Neurons Transcriptomes in response to Trophic Withdrawal
human_mouse,GSE120890,GSE89712,0.43427049530108036,11,38.36440089098765,"['C0017262', 'C0017337', 'C0079429', 'C0185117', 'C0205615', 'C0443199', 'C0752248', 'C1417679', 'C1549478', 'C1705242', 'C4554467']",Differential expression of genes in AD169-infected MRC5.,Differential gene expressions in the hypertensive heart using Angiotensin II infusion model
human_mouse,GSE92592,GSE70788,0.4332904620695486,9,30.875309374148756,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C1294197', 'C1547100', 'C4086963']",mRNA Sequencing of Ideopathic Pulmonary Fibrosis (IPF) and Control Samples from the Lung Tissue Research Consortium (LTRC),"RNA sequencing of Control, ÎCop1Î², ÎCop1Î² and ÎCop1Î² ÎETV1/4/5Î² islets"
human_mouse,GSE50580,GSE49844,0.43319211499619054,24,121.00659907470391,"['C0004793', 'C0006675', 'C0006754', 'C0006826', 'C0007634', 'C0017272', 'C0023621', 'C0023622', 'C0023625', 'C0034754', 'C0035668', 'C0050385', 'C0162326', 'C0162327', 'C0205166', 'C0205409', 'C0221097', 'C0872147', 'C1444754', 'C1519249', 'C1706316', 'C1708639', 'C2314861', 'C3853789']",Binding motif analysis of METTL3ï¼WTAP in METTL3ï¼WTAP overexpressed Human 293T cells,Transcriptomics analysis of gene expression in normal and Smg6 deficient mouse ES cells
human_mouse,GSE65481,GSE63796,0.4330735739561362,7,36.64315551622312,"['C0205390', 'C0441766', 'C0441778', 'C1300072', 'C1306673', 'C5554878', 'C5669539']",Human Embryo Single Cell Transcriptome Analysis,Single cell expression profiles of the earliest cardiac precursor cells
human_mouse,GSE62913,GSE96919,0.4329013220649504,5,20.07870684190614,"['C0020792', 'C0205396', 'C1707660', 'C2986383', 'C4053868']",Genome wide transcript and miRNAanalysis of invitro and in-vivo  generated human cardiac samples,Identification of the mouse embryonic germ cell Meioc-/- transcriptome
human_mouse,GSE53554,GSE98507,0.43213146868178753,4,23.696029690199115,"['C0669443', 'C1137457', 'C1422163', 'C1456335']",PAR-CLIP-seq reveals RNAs directly interacting with CTCF in human transformed cell line U2OS,CTCF depletion effect in B cells
human_mouse,GSE62905,GSE78973,0.43179904501055466,12,44.03725464976665,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1513372', 'C1705923', 'C1707455', 'C2603343', 'C2936269', 'C2936621', 'C2936622', 'C3178810']",Quantitative analysis of CD133+ liver cancer stem cells vs CD133- non cancer stem cell by RNA-Seq profiling,Transcriptome of new Dicer_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
human_mouse,GSE76626,GSE51006,0.43090207705327116,8,37.047546097202634,"['C0019652', 'C0086153', 'C0392747', 'C1291847', 'C1554963', 'C3831111', 'C3898883', 'C4724874']",Characterization of EZH2-deficient human embryonic stem cells [ChIP-seq and bulk RNA-seq],Polycomb-dependent H3K27me1 and H3K27me2 regulate active transcription and enhancer fidelity
